[2022-03-13 05:32:23.448] [exthost] [info] Extension host with pid 88 started
[2022-03-13 05:32:23.457] [exthost] [info] Lock '/root/capsule/code/.vscode/User/workspaceStorage/-13f97471/vscode.lock': Lock acquired.
[2022-03-13 05:32:23.519] [exthost] [info] ExtensionService#_doActivateExtension vscode.debug-auto-launch, startup: true, activationEvent: '*'
[2022-03-13 05:33:48.026] [exthost] [info] ExtensionService#_doActivateExtension vscode.debug-server-ready, startup: false, activationEvent: 'onDebugResolve'
[2022-03-13 05:34:00.377] [exthost] [info] ExtensionService#_doActivateExtension ms-toolsai.jupyter, startup: false, activationEvent: 'onLanguage:python'
[2022-03-13 05:34:00.630] [exthost] [info] ExtensionService#_doActivateExtension ms-python.python, startup: false, activationEvent: 'onLanguage:python'
[2022-03-13 05:35:06.797] [exthost] [info] ExtensionService#_doActivateExtension vscode.extension-editing, startup: false, activationEvent: 'onLanguage:markdown'
[2022-03-13 05:35:06.812] [exthost] [info] ExtensionService#_doActivateExtension vscode.markdown-language-features, startup: false, activationEvent: 'onLanguage:markdown'
[2022-03-13 05:35:20.987] [exthost] [info] ExtensionService#_doActivateExtension ms-vscode.js-debug, startup: false, activationEvent: 'onDebugInitialConfigurations'
[2022-03-13 05:35:22.847] [exthost] [info] ExtensionService#_doActivateExtension vscode.configuration-editing, startup: false, activationEvent: 'onLanguage:jsonc'
[2022-03-13 05:35:22.852] [exthost] [info] ExtensionService#_doActivateExtension vscode.json-language-features, startup: false, activationEvent: 'onLanguage:jsonc'
[2022-03-13 05:35:22.919] [exthost] [info] ExtensionService#_doActivateExtension vscode.typescript-language-features, startup: false, activationEvent: 'onLanguage:jsonc'
[2022-03-13 05:40:31.312] [exthost] [error] [ms-python.python] provider FAILED
[2022-03-13 05:40:31.312] [exthost] [error] Error: UnboundLocalError: local variable 'start_index' referenced before assignment
	at /.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:139560
	at /.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:139854
	at Immediate.<anonymous> (/.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:140217)
	at processImmediate (internal/timers.js:464:21)
[2022-03-13 05:42:51.314] [exthost] [error] [ms-python.python] provider FAILED
[2022-03-13 05:42:51.315] [exthost] [error] TypeError: Cannot read property 'length' of undefined
	at /.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:257359
	at p (/.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:262355)
	at async z.provideCompletionItems (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:95:101392)
[2022-03-13 05:42:52.650] [exthost] [error] [ms-python.python] provider FAILED
[2022-03-13 05:42:52.651] [exthost] [error] TypeError: Cannot read property 'length' of undefined
	at /.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:257359
	at p (/.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:262355)
	at async z.provideCompletionItems (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:95:101392)
[2022-03-13 05:49:13.893] [exthost] [error] [ms-python.python] provider FAILED
[2022-03-13 05:49:13.893] [exthost] [error] TypeError: Cannot read property 'length' of undefined
	at /.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:257359
	at p (/.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:262355)
	at async z.provideCompletionItems (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:95:101392)
[2022-03-13 05:49:14.485] [exthost] [error] [ms-python.python] provider FAILED
[2022-03-13 05:49:14.486] [exthost] [error] TypeError: Cannot read property 'length' of undefined
	at /.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:257359
	at p (/.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:262355)
	at async z.provideCompletionItems (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:95:101392)
[2022-03-13 05:49:53.741] [exthost] [error] [ms-toolsai.jupyter] provider FAILED
[2022-03-13 05:49:53.741] [exthost] [error] Error: Canceled
	at /.vscode/extensions/ms-toolsai.jupyter-2021.11.1001552333/out/client/extension.js:16:53269
	at a.fire (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:66:1712)
	at C.cancel (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:66:6253)
	at i.cancel (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:66:6794)
	at Object.U (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:99:12127)
	at t._receiveCancel (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:99:12852)
	at t._receiveOneMessage (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:99:11176)
	at /.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:99:8922
	at a.fire (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:66:1712)
	at P.fire (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:74:15967)
	at /.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:114:30660
	at a.fire (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:66:1712)
	at P.fire (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:74:15967)
	at g._receiveMessage (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:74:21237)
	at /.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:74:18115
	at a.fire (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:66:1712)
	at b.acceptChunk (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:74:13328)
	at /.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:74:12676
	at a.fire (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:66:1712)
	at /.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:114:19664
	at afterWrite (internal/streams/writable.js:466:5)
	at onwrite (internal/streams/writable.js:446:7)
	at InflateRaw.afterTransform (internal/streams/transform.js:103:3)
	at Zlib.processCallback (zlib.js:607:8)
[2022-03-13 06:00:24.856] [exthost] [error] [ms-python.python] provider FAILED
[2022-03-13 06:00:24.857] [exthost] [error] TypeError: Cannot read property 'length' of undefined
	at /.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:257359
	at p (/.vscode/extensions/ms-python.python-2021.12.1559732655/out/client/extension.js:67:262355)
	at async z.provideCompletionItems (/.code-server/code-server-4.0.2-linux-amd64/vendor/modules/code-oss-dev/out/vs/server/remoteExtensionHostProcess.js:95:101392)
[2022-03-13 06:09:44.352] [exthost] [info] extension host terminating: parent process 37 does not exist anymore: kill ESRCH (code: ESRCH) (errno: -3)
[2022-03-13 06:09:44.352] [exthost] [info] Lock '/root/capsule/code/.vscode/User/workspaceStorage/-13f97471/vscode.lock': Marking the lockfile as scheduled to be released in 6000 ms.
[2022-03-13 06:09:44.378] [exthost] [info] Extension host with pid 88 exiting with code 0
